,expiration_month,expiration_year,Drug_Id,group
21775,1,2018,1096,0.0
21776,4,2018,5,3.0
21777,4,2018,133,3.0
21778,4,2018,949,3.0
21779,4,2018,5,3.0
21780,4,2018,1801,3.0
21781,12,2018,59,11.0
21782,12,2018,1094,11.0
21783,12,2018,1929,11.0
21784,12,2018,341,11.0
21785,12,2018,975,11.0
21786,12,2018,224,11.0
21787,12,2018,1290,11.0
21788,12,2018,955,11.0
21789,12,2018,862,11.0
21790,6,2018,1927,5.0
21791,6,2018,326,5.0
21792,7,2018,1329,6.0
21793,7,2018,1856,6.0
21794,5,2018,1274,4.0
21795,5,2018,1927,4.0
21796,8,2018,1355,7.0
21797,11,2018,1103,10.0
21798,11,2018,504,10.0
21799,11,2018,1290,10.0
21800,11,2018,681,10.0
21801,11,2018,1932,10.0
21802,11,2018,1081,10.0
21803,4,2018,391,3.0
21804,4,2018,1527,3.0
21805,11,2018,717,10.0
21806,11,2018,594,10.0
21807,1,2018,148,0.0
21808,11,2018,320,10.0
21809,12,2018,386,11.0
21810,11,2018,1880,10.0
21811,2,2018,1931,1.0
21812,9,2018,1939,8.0
21813,4,2018,1648,3.0
21814,4,2018,802,3.0
21815,11,2018,618,10.0
21816,11,2018,1494,10.0
21817,4,2018,1355,3.0
21818,12,2018,1238,11.0
21819,12,2018,493,11.0
21820,4,2018,1572,3.0
21821,4,2018,168,3.0
21822,4,2018,293,3.0
21823,12,2018,621,11.0
21824,11,2018,1927,10.0
21825,1,2018,944,0.0
21826,11,2018,1355,10.0
21827,4,2018,814,3.0
21828,4,2018,814,3.0
21829,12,2018,1631,11.0
21830,12,2018,1427,11.0
21831,4,2018,165,3.0
21832,4,2018,292,3.0
21833,4,2018,1933,3.0
21834,1,2018,428,0.0
21835,1,2018,1197,0.0
21836,11,2018,1747,10.0
21837,11,2018,189,10.0
21838,11,2018,667,10.0
21839,11,2018,886,10.0
21840,7,2018,1912,6.0
21841,11,2018,1369,10.0
21842,12,2018,594,11.0
21843,12,2018,293,11.0
21844,12,2018,340,11.0
21845,12,2018,1932,11.0
21846,12,2018,1843,11.0
21847,12,2018,642,11.0
21848,12,2018,247,11.0
21849,4,2018,1673,3.0
21850,9,2018,1659,8.0
21851,11,2018,322,10.0
21852,11,2018,265,10.0
21853,1,2018,164,0.0
21854,1,2018,163,0.0
21855,9,2018,865,8.0
21856,9,2018,293,8.0
21857,4,2018,949,3.0
21858,4,2018,292,3.0
21859,11,2018,139,10.0
21860,4,2018,327,3.0
21861,12,2018,618,11.0
21862,12,2018,5,11.0
21863,12,2018,260,11.0
21864,12,2018,351,11.0
21865,11,2018,1788,10.0
21866,11,2018,1369,10.0
21867,4,2018,1166,3.0
21868,1,2018,1834,0.0
21869,4,2018,390,3.0
21870,7,2018,801,6.0
21871,11,2018,191,10.0
21872,12,2018,1340,11.0
21873,11,2018,945,10.0
21874,4,2018,1672,3.0
21875,8,2018,642,7.0
21876,4,2018,313,3.0
21877,12,2018,1756,11.0
21878,4,2018,292,3.0
21879,12,2018,1339,11.0
21880,4,2018,1274,3.0
21881,11,2018,1369,10.0
21882,1,2018,467,0.0
21883,4,2018,1355,3.0
21884,9,2018,954,8.0
21885,2,2018,937,1.0
21886,1,2018,1274,0.0
21887,1,2018,1369,0.0
21888,3,2018,1125,2.0
21889,10,2018,865,9.0
21890,12,2018,392,11.0
21891,10,2018,87,9.0
21892,12,2018,998,11.0
21893,12,2018,6,11.0
21894,12,2018,1023,11.0
21895,12,2018,1290,11.0
21896,7,2018,998,6.0
21897,10,2018,1933,9.0
21898,12,2018,1369,11.0
21899,12,2018,260,11.0
21900,12,2018,1372,11.0
21901,12,2018,292,11.0
21902,12,2018,1933,11.0
21903,11,2018,1933,10.0
21904,11,2018,37,10.0
21905,4,2018,1673,3.0
21906,9,2018,1328,8.0
21907,11,2018,943,10.0
21908,4,2018,504,3.0
21909,4,2018,814,3.0
21910,11,2018,1834,10.0
21911,4,2018,391,3.0
21912,12,2018,451,11.0
21913,4,2018,168,3.0
21914,9,2018,138,8.0
21915,9,2018,1023,8.0
21916,12,2018,335,11.0
21917,12,2018,1290,11.0
21918,12,2018,318,11.0
21919,12,2018,1010,11.0
21920,12,2018,1933,11.0
21921,10,2018,1916,9.0
21922,12,2018,291,11.0
21923,12,2018,292,11.0
21924,12,2018,1938,11.0
21925,4,2018,1192,3.0
21926,12,2018,847,11.0
21927,4,2018,292,3.0
21928,11,2018,1992,10.0
21929,12,2018,1919,11.0
21930,9,2018,1659,8.0
21931,1,2018,164,0.0
21932,9,2018,293,8.0
21933,1,2018,944,0.0
21934,4,2018,916,3.0
21935,4,2018,123,3.0
21936,4,2018,655,3.0
21937,11,2018,1056,10.0
21938,12,2018,165,11.0
21939,12,2018,292,11.0
21940,12,2018,1933,11.0
21941,9,2018,1780,8.0
21942,12,2018,934,11.0
21943,7,2018,955,6.0
21944,5,2018,1931,4.0
21945,2,2018,1024,1.0
21946,11,2018,123,10.0
21947,11,2018,500,10.0
21948,11,2018,1721,10.0
21949,11,2018,1081,10.0
21950,11,2018,1290,10.0
21951,11,2018,123,10.0
21952,11,2018,842,10.0
21953,12,2018,723,11.0
21954,11,2018,1025,10.0
21955,11,2018,199,10.0
21956,11,2018,1997,10.0
21957,11,2018,390,10.0
21958,9,2018,796,8.0
21959,9,2018,1106,8.0
21960,9,2018,663,8.0
21961,12,2018,180,11.0
21962,11,2018,80,10.0
21963,4,2018,168,3.0
21964,11,2018,1933,10.0
21965,12,2018,1841,11.0
21966,12,2018,242,11.0
21967,11,2018,610,10.0
21968,12,2018,1919,11.0
21969,1,2018,163,0.0
21970,4,2018,1350,3.0
21971,12,2018,1355,11.0
21972,10,2018,1563,9.0
21973,7,2018,1355,6.0
21974,10,2018,1017,9.0
21975,6,2018,1238,5.0
21976,12,2018,1932,11.0
21977,12,2018,1927,11.0
21978,12,2018,1267,11.0
21979,12,2018,123,11.0
21980,11,2018,1933,10.0
21981,11,2018,1843,10.0
21982,7,2018,678,6.0
21983,11,2018,1816,10.0
21984,5,2018,635,4.0
21985,11,2018,1933,10.0
21986,11,2018,941,10.0
21987,11,2018,114,10.0
21988,11,2018,1933,10.0
21989,10,2018,265,9.0
21990,11,2018,168,10.0
21991,11,2018,293,10.0
21992,11,2018,941,10.0
21993,5,2018,123,4.0
21994,2,2018,944,1.0
21995,2,2018,161,1.0
21996,5,2018,1355,4.0
21997,12,2018,142,11.0
21998,11,2018,282,10.0
21999,11,2018,933,10.0
22000,5,2018,165,4.0
22001,5,2018,1274,4.0
22002,1,2018,1369,0.0
22003,5,2018,318,4.0
22004,1,2018,1369,0.0
22005,5,2018,293,4.0
22006,10,2018,209,9.0
22007,12,2018,618,11.0
22008,12,2018,1355,11.0
22009,11,2018,1454,10.0
22010,12,2018,203,11.0
22011,12,2018,428,11.0
22012,12,2018,1324,11.0
22013,12,2018,47,11.0
22014,4,2018,1673,3.0
22015,11,2018,260,10.0
22016,4,2018,255,3.0
22017,11,2018,945,10.0
22018,2,2018,712,1.0
22019,12,2018,1919,11.0
22020,4,2018,333,3.0
22021,2,2018,712,1.0
22022,11,2018,1369,10.0
22023,11,2018,197,10.0
22024,4,2018,292,3.0
22025,12,2018,1809,11.0
22026,12,2018,502,11.0
22027,11,2018,818,10.0
22028,12,2018,774,11.0
22029,11,2018,1267,10.0
22030,12,2018,1464,11.0
22031,10,2018,1338,9.0
22032,12,2018,973,11.0
22033,11,2018,1912,10.0
22034,11,2018,1005,10.0
22035,11,2018,1648,10.0
22036,11,2018,1267,10.0
22037,11,2018,632,10.0
22038,10,2018,189,9.0
22039,11,2018,1513,10.0
22040,11,2018,1307,10.0
22041,11,2018,161,10.0
22042,11,2018,1659,10.0
22043,11,2018,504,10.0
22044,11,2018,450,10.0
22045,11,2018,1834,10.0
22046,12,2018,1432,11.0
22047,12,2018,123,11.0
22048,12,2018,556,11.0
22049,12,2018,33,11.0
22050,12,2018,862,11.0
22051,12,2018,476,11.0
22052,2,2018,33,1.0
22053,2,2018,862,1.0
22054,1,2018,164,0.0
22055,9,2018,293,8.0
22056,4,2018,1369,3.0
22057,4,2018,260,3.0
22058,4,2018,340,3.0
22059,11,2018,1789,10.0
22060,11,2018,181,10.0
22061,4,2018,5,3.0
22062,2,2018,1371,1.0
22063,2,2018,1931,1.0
22064,2,2018,163,1.0
22065,10,2018,292,9.0
22066,5,2018,1933,4.0
22067,5,2018,292,4.0
22068,1,2018,1369,0.0
22069,11,2018,80,10.0
22070,1,2018,1355,0.0
22071,12,2018,1164,11.0
22072,3,2018,1931,2.0
22073,12,2018,414,11.0
22074,6,2018,480,5.0
22075,11,2018,162,10.0
22076,11,2018,191,10.0
22077,11,2018,476,10.0
22078,12,2018,992,11.0
22079,10,2018,1399,9.0
22080,12,2018,1481,11.0
22081,11,2018,762,10.0
22082,11,2018,428,10.0
22083,11,2018,812,10.0
22084,11,2018,4,10.0
22085,11,2018,975,10.0
22086,4,2018,1673,3.0
22087,4,2018,655,3.0
22088,4,2018,132,3.0
22089,1,2018,944,0.0
22090,12,2018,57,11.0
22091,1,2018,944,0.0
22092,4,2018,123,3.0
22093,4,2018,1650,3.0
22094,2,2018,1371,1.0
22095,2,2018,1931,1.0
22096,4,2018,165,3.0
22097,12,2018,224,11.0
22098,12,2018,123,11.0
22099,12,2018,1776,11.0
22100,12,2018,1778,11.0
22101,12,2018,1280,11.0
22102,12,2018,1919,11.0
22103,12,2018,539,11.0
22104,12,2018,1407,11.0
22105,2,2018,209,1.0
22106,8,2018,588,7.0
22107,2,2018,6,1.0
22108,12,2018,1629,11.0
22109,1,2018,265,0.0
22110,1,2018,1936,0.0
22111,2,2018,476,1.0
22112,12,2018,898,11.0
22113,12,2018,123,11.0
22114,9,2018,1465,8.0
22115,9,2018,503,8.0
22116,8,2018,815,7.0
22117,4,2018,504,3.0
22118,10,2018,796,9.0
22119,8,2018,993,7.0
22120,11,2018,1193,10.0
22121,12,2018,150,11.0
22122,10,2018,1721,9.0
22123,10,2018,266,9.0
22124,10,2018,1193,9.0
22125,10,2018,276,9.0
22126,11,2018,915,10.0
22127,11,2018,37,10.0
22128,4,2018,139,3.0
22129,11,2018,1369,10.0
22130,11,2018,1834,10.0
22131,4,2018,390,3.0
22132,4,2018,1833,3.0
22133,4,2018,292,3.0
22134,4,2018,326,3.0
22135,9,2018,1513,8.0
22136,11,2018,974,10.0
22137,11,2018,7,10.0
22138,4,2018,327,3.0
22139,11,2018,1927,10.0
22140,4,2018,949,3.0
22141,12,2018,813,11.0
22142,12,2018,513,11.0
22143,12,2018,1307,11.0
22144,12,2018,1659,11.0
22145,6,2018,123,5.0
22146,2,2018,1355,1.0
22147,11,2018,1328,10.0
22148,12,2018,1754,11.0
22149,6,2018,330,5.0
22150,10,2018,641,9.0
22151,12,2018,1624,11.0
22152,6,2018,1778,5.0
22153,12,2018,1229,11.0
22154,6,2018,901,5.0
22155,3,2018,944,2.0
22156,11,2018,1939,10.0
22157,6,2018,5,5.0
22158,12,2018,815,11.0
22159,6,2018,123,5.0
22160,9,2018,357,8.0
22161,6,2018,1730,5.0
22162,12,2018,1192,11.0
22163,9,2018,1820,8.0
22164,5,2018,992,4.0
22165,7,2018,209,6.0
22166,7,2018,454,6.0
22167,5,2018,1785,4.0
22168,6,2018,992,5.0
22169,12,2018,826,11.0
22170,11,2018,655,10.0
22171,11,2018,1785,10.0
22172,4,2018,292,3.0
22173,11,2018,1369,10.0
22174,4,2018,139,3.0
22175,11,2018,1369,10.0
22176,11,2018,189,10.0
22177,11,2018,1834,10.0
22178,4,2018,390,3.0
22179,1,2018,161,0.0
22180,11,2018,282,10.0
22181,4,2018,123,3.0
22182,1,2018,163,0.0
22183,4,2018,292,3.0
22184,9,2018,1659,8.0
22185,9,2018,1997,8.0
22186,8,2018,689,7.0
22187,11,2018,67,10.0
22188,11,2018,1749,10.0
22189,11,2018,1797,10.0
22190,2,2018,1950,1.0
22191,11,2018,260,10.0
22192,12,2018,5,11.0
22193,12,2018,504,11.0
22194,12,2018,1648,11.0
22195,12,2018,1355,11.0
22196,12,2018,1726,11.0
22197,12,2018,762,11.0
22198,12,2018,1845,11.0
22199,12,2018,1625,11.0
22200,12,2018,815,11.0
22201,12,2018,1624,11.0
22202,12,2018,1254,11.0
22203,12,2018,1205,11.0
22204,11,2018,123,10.0
22205,11,2018,313,10.0
22206,11,2018,1355,10.0
22207,11,2018,529,10.0
22208,11,2018,1355,10.0
22209,11,2018,898,10.0
22210,11,2018,1423,10.0
22211,6,2018,1820,5.0
22212,11,2018,1286,10.0
22213,11,2018,342,10.0
22214,12,2018,590,11.0
22215,2,2018,1947,1.0
22216,4,2018,479,3.0
22217,11,2018,1435,10.0
22218,11,2018,1291,10.0
22219,4,2018,1096,3.0
22220,3,2018,812,2.0
22221,12,2018,992,11.0
22222,2,2018,531,1.0
22223,11,2018,413,10.0
22224,2,2018,1371,1.0
22225,4,2018,634,3.0
22226,4,2018,5,3.0
22227,2,2018,1371,1.0
22228,4,2018,5,3.0
22229,11,2018,413,10.0
22230,4,2018,634,3.0
22231,9,2018,1732,8.0
22232,9,2018,1733,8.0
22233,11,2018,1407,10.0
22234,11,2018,506,10.0
22235,4,2018,165,3.0
22236,4,2018,1369,3.0
22237,1,2018,944,0.0
22238,10,2018,1493,9.0
22239,4,2018,504,3.0
22240,12,2018,1448,11.0
22241,11,2018,162,10.0
22242,4,2018,1355,3.0
22243,11,2018,1682,10.0
22244,1,2018,940,0.0
22245,11,2018,1785,10.0
22246,11,2018,1096,10.0
22247,11,2018,762,10.0
22248,11,2018,604,10.0
22249,6,2018,1290,5.0
22250,11,2018,1604,10.0
22251,11,2018,1124,10.0
22252,11,2018,634,10.0
22253,12,2018,161,11.0
22254,12,2018,1673,11.0
22255,12,2018,1931,11.0
22256,12,2018,165,11.0
22257,12,2018,7,11.0
22258,12,2018,1369,11.0
22259,12,2018,1933,11.0
22260,12,2018,655,11.0
22261,4,2018,1648,3.0
22262,11,2018,813,10.0
22263,9,2018,266,8.0
22264,1,2018,161,0.0
22265,12,2018,1093,11.0
22266,4,2018,1929,3.0
22267,11,2018,317,10.0
22268,4,2018,1081,3.0
22269,4,2018,165,3.0
22270,11,2018,1369,10.0
22271,4,2018,292,3.0
22272,11,2018,1355,10.0
22273,11,2018,1270,10.0
22274,11,2018,163,10.0
22275,11,2018,1369,10.0
22276,12,2018,157,11.0
22277,12,2018,156,11.0
22278,12,2018,205,11.0
22279,11,2018,162,10.0
22280,7,2018,504,6.0
22281,4,2018,1703,3.0
22282,12,2018,830,11.0
22283,12,2018,1199,11.0
22284,12,2018,275,11.0
22285,12,2018,1464,11.0
22286,3,2018,184,2.0
22287,2,2018,44,1.0
22288,11,2018,915,10.0
22289,7,2018,184,6.0
22290,11,2018,1933,10.0
22291,1,2018,341,0.0
22292,11,2018,1355,10.0
22293,9,2018,1939,8.0
22294,11,2018,1935,10.0
22295,11,2018,1369,10.0
22296,4,2018,292,3.0
22297,4,2018,1781,3.0
22298,12,2018,1238,11.0
22299,4,2018,682,3.0
22300,1,2018,428,0.0
22301,9,2018,1659,8.0
22302,12,2018,998,11.0
22303,12,2018,1369,11.0
22304,6,2018,165,5.0
22305,2,2018,1369,1.0
22306,12,2018,1494,11.0
22307,12,2018,1025,11.0
22308,12,2018,976,11.0
22309,12,2018,943,11.0
22310,12,2018,1931,11.0
22311,12,2018,1025,11.0
22312,11,2018,1377,10.0
22313,11,2018,123,10.0
22314,7,2018,1174,6.0
22315,11,2018,1232,10.0
22316,2,2018,493,1.0
22317,6,2018,1232,5.0
22318,9,2018,790,8.0
22319,6,2018,1043,5.0
22320,3,2018,406,2.0
22321,8,2018,1238,7.0
22322,6,2018,497,5.0
22323,7,2018,1527,6.0
22324,12,2018,1173,11.0
22325,12,2018,575,11.0
22326,7,2018,1762,6.0
22327,12,2018,1809,11.0
22328,12,2018,847,11.0
22329,11,2018,944,10.0
22330,11,2018,642,10.0
22331,12,2018,1092,11.0
22332,9,2018,1337,8.0
22333,7,2018,1473,6.0
22334,12,2018,1059,11.0
22335,11,2018,1788,10.0
22336,12,2018,1023,11.0
22337,1,2018,123,0.0
22338,4,2018,653,3.0
22339,11,2018,189,10.0
22340,11,2018,1224,10.0
22341,12,2018,451,11.0
22342,12,2018,491,11.0
22343,11,2018,1192,10.0
22344,12,2018,605,11.0
22345,12,2018,847,11.0
22346,11,2018,428,10.0
22347,2,2018,123,1.0
22348,12,2018,1858,11.0
22349,9,2018,697,8.0
22350,11,2018,1290,10.0
22351,12,2018,5,11.0
22352,12,2018,1338,11.0
22353,12,2018,559,11.0
22354,12,2018,1927,11.0
22355,12,2018,865,11.0
22356,12,2018,952,11.0
22357,12,2018,65,11.0
22358,7,2018,1142,6.0
22359,10,2018,1316,9.0
22360,7,2018,1174,6.0
22361,9,2018,1124,8.0
22362,10,2018,1493,9.0
22363,11,2018,618,10.0
22364,11,2018,133,10.0
22365,11,2018,1178,10.0
22366,11,2018,1747,10.0
22367,10,2018,1464,9.0
22368,11,2018,107,10.0
22369,9,2018,1307,8.0
22370,4,2018,504,3.0
22371,4,2018,165,3.0
22372,11,2018,1927,10.0
22373,11,2018,1834,10.0
22374,2,2018,1290,1.0
22375,11,2018,945,10.0
22376,11,2018,413,10.0
22377,11,2018,162,10.0
22378,4,2018,224,3.0
22379,4,2018,521,3.0
22380,1,2018,1927,0.0
22381,12,2018,607,11.0
22382,12,2018,1527,11.0
22383,12,2018,815,11.0
22384,12,2018,1785,11.0
22385,12,2018,1290,11.0
22386,12,2018,1933,11.0
22387,8,2018,81,7.0
22388,12,2018,1238,11.0
22389,12,2018,795,11.0
22390,8,2018,39,7.0
22391,12,2018,1515,11.0
22392,4,2018,863,3.0
22393,10,2018,176,9.0
22394,12,2018,123,11.0
22395,12,2018,724,11.0
22396,12,2018,384,11.0
22397,11,2018,1642,10.0
22398,12,2018,4,11.0
22399,12,2018,1094,11.0
22400,12,2018,1473,11.0
22401,11,2018,1933,10.0
22402,11,2018,786,10.0
22403,2,2018,506,1.0
22404,11,2018,163,10.0
22405,7,2018,1940,6.0
22406,11,2018,1769,10.0
22407,11,2018,1355,10.0
22408,2,2018,814,1.0
22409,7,2018,1161,6.0
22410,2,2018,1281,1.0
22411,12,2018,670,11.0
22412,1,2018,1290,0.0
22413,10,2018,7,9.0
22414,10,2018,1369,9.0
22415,12,2018,1789,11.0
22416,12,2018,1834,11.0
22417,12,2018,263,11.0
22418,12,2018,1770,11.0
22419,12,2018,1996,11.0
22420,12,2018,1748,11.0
22421,12,2018,1267,11.0
22422,12,2018,1336,11.0
22423,1,2018,6,0.0
22424,5,2018,1673,4.0
22425,1,2018,1355,0.0
22426,2,2018,950,1.0
22427,10,2018,292,9.0
22428,5,2018,139,4.0
22429,5,2018,1369,4.0
22430,10,2018,1659,9.0
22431,12,2018,1398,11.0
22432,2,2018,1355,1.0
22433,6,2018,955,5.0
22434,1,2018,274,0.0
22435,12,2018,595,11.0
22436,12,2018,1780,11.0
22437,12,2018,1369,11.0
22438,12,2018,263,11.0
22439,12,2018,1834,11.0
22440,12,2018,1202,11.0
22441,12,2018,168,11.0
22442,12,2018,1940,11.0
22443,9,2018,1459,8.0
22444,12,2018,1869,11.0
22445,12,2018,1340,11.0
22446,12,2018,1858,11.0
22447,6,2018,284,5.0
22448,5,2018,1275,4.0
22449,12,2018,993,11.0
22450,4,2018,1717,3.0
22451,2,2018,1931,1.0
22452,11,2018,975,10.0
22453,11,2018,945,10.0
22454,9,2018,1929,8.0
22455,9,2018,865,8.0
22456,4,2018,165,3.0
22457,4,2018,1369,3.0
22458,11,2018,1523,10.0
22459,9,2018,865,8.0
22460,11,2018,1781,10.0
22461,6,2018,366,5.0
22462,4,2018,1355,3.0
22463,10,2018,915,9.0
22464,10,2018,504,9.0
22465,11,2018,974,10.0
22466,11,2018,1337,10.0
22467,11,2018,67,10.0
22468,11,2018,345,10.0
22469,3,2018,926,2.0
22470,11,2018,353,10.0
22471,12,2018,7,11.0
22472,12,2018,1369,11.0
22473,12,2018,974,11.0
22474,12,2018,480,11.0
22475,12,2018,504,11.0
22476,11,2018,161,10.0
22477,2,2018,5,1.0
22478,2,2018,123,1.0
22479,12,2018,963,11.0
22480,11,2018,1122,10.0
22481,2,2018,1268,1.0
22482,11,2018,591,10.0
22483,12,2018,276,11.0
22484,3,2018,1446,2.0
22485,11,2018,529,10.0
22486,3,2018,96,2.0
22487,9,2018,1290,8.0
22488,11,2018,7,10.0
22489,12,2018,340,11.0
22490,12,2018,1088,11.0
22491,12,2018,1383,11.0
22492,11,2018,581,10.0
22493,11,2018,1417,10.0
22494,3,2018,343,2.0
22495,12,2018,1788,11.0
22496,12,2018,1092,11.0
22497,12,2018,123,11.0
22498,12,2018,8,11.0
22499,12,2018,1144,11.0
22500,12,2018,1399,11.0
22501,12,2018,95,11.0
22502,6,2018,997,5.0
22503,2,2018,1933,1.0
22504,2,2018,1355,1.0
22505,1,2018,556,0.0
22506,12,2018,588,11.0
22507,12,2018,590,11.0
22508,12,2018,1059,11.0
22509,12,2018,266,11.0
22510,6,2018,224,5.0
22511,5,2018,1025,4.0
22512,12,2018,1855,11.0
22513,8,2018,1238,7.0
22514,2,2018,598,1.0
22515,12,2018,314,11.0
22516,12,2018,975,11.0
22517,12,2018,1931,11.0
22518,2,2018,1371,1.0
22519,6,2018,1355,5.0
22520,6,2018,1931,5.0
22521,12,2018,815,11.0
22522,12,2018,898,11.0
22523,12,2018,80,11.0
22524,12,2018,123,11.0
22525,11,2018,164,10.0
22526,11,2018,1747,10.0
22527,12,2018,1919,11.0
22528,11,2018,1933,10.0
22529,12,2018,242,11.0
22530,12,2018,1841,11.0
22531,12,2018,398,11.0
22532,12,2018,1868,11.0
22533,12,2018,1721,11.0
22534,12,2018,1290,11.0
22535,1,2018,214,0.0
22536,1,2018,227,0.0
22537,11,2018,5,10.0
22538,1,2018,656,0.0
22539,7,2018,916,6.0
22540,7,2018,504,6.0
22541,11,2018,543,10.0
22542,11,2018,1933,10.0
22543,11,2018,894,10.0
22544,11,2018,504,10.0
22545,12,2018,74,11.0
22546,11,2018,168,10.0
22547,11,2018,1932,10.0
22548,11,2018,1494,10.0
22549,11,2018,865,10.0
22550,11,2018,944,10.0
22551,11,2018,123,10.0
22552,12,2018,1244,11.0
22553,9,2018,1143,8.0
22554,6,2018,491,5.0
22555,5,2018,406,4.0
22556,7,2018,847,6.0
22557,5,2018,688,4.0
22558,7,2018,1528,6.0
22559,7,2018,1798,6.0
22560,8,2018,1606,7.0
22561,12,2018,1665,11.0
22562,3,2018,339,2.0
22563,10,2018,1258,9.0
22564,9,2018,1141,8.0
22565,10,2018,994,9.0
22566,8,2018,1318,7.0
22567,12,2018,224,11.0
22568,12,2018,282,11.0
22569,12,2018,726,11.0
22570,12,2018,849,11.0
22571,12,2018,1880,11.0
22572,12,2018,1834,11.0
22573,6,2018,812,5.0
22574,11,2018,1290,10.0
22575,11,2018,5,10.0
22576,6,2018,814,5.0
22577,11,2018,1307,10.0
22578,11,2018,1714,10.0
22579,2,2018,1927,1.0
22580,11,2018,1714,10.0
22581,11,2018,1225,10.0
22582,12,2018,993,11.0
22583,12,2018,1108,11.0
22584,8,2018,1544,7.0
22585,12,2018,1931,11.0
22586,9,2018,406,8.0
22587,12,2018,1687,11.0
22588,11,2018,62,10.0
22589,11,2018,1906,10.0
22590,11,2018,730,10.0
22591,12,2018,1893,11.0
22592,11,2018,941,10.0
22593,11,2018,1939,10.0
22594,10,2018,790,9.0
22595,11,2018,1624,10.0
22596,12,2018,1355,11.0
22597,12,2018,4,11.0
22598,2,2018,1238,1.0
22599,8,2018,14,7.0
22600,6,2018,797,5.0
22601,2,2018,1238,1.0
22602,10,2018,165,9.0
22603,12,2018,1893,11.0
22604,8,2018,712,7.0
22605,7,2018,1782,6.0
22606,6,2018,1178,5.0
22607,12,2018,285,11.0
22608,12,2018,1754,11.0
22609,10,2018,1624,9.0
22610,12,2018,728,11.0
22611,12,2018,267,11.0
22612,12,2018,1801,11.0
22613,12,2018,428,11.0
22614,12,2018,1717,11.0
22615,12,2018,1275,11.0
22616,12,2018,284,11.0
22617,12,2018,1721,11.0
22618,12,2018,955,11.0
22619,12,2018,123,11.0
22620,12,2018,197,11.0
22621,12,2018,1933,11.0
22622,1,2018,319,0.0
22623,11,2018,1355,10.0
22624,11,2018,1789,10.0
22625,11,2018,1997,10.0
22626,11,2018,1834,10.0
22627,4,2018,390,3.0
22628,9,2018,954,8.0
22629,1,2018,944,0.0
22630,12,2018,496,11.0
22631,4,2018,48,3.0
22632,1,2018,1193,0.0
22633,11,2018,114,10.0
22634,11,2018,1834,10.0
22635,11,2018,1025,10.0
22636,11,2018,313,10.0
22637,11,2018,1721,10.0
22638,12,2018,723,11.0
22639,11,2018,1178,10.0
22640,5,2018,1778,4.0
22641,12,2018,1209,11.0
22642,9,2018,1939,8.0
22643,4,2018,1377,3.0
22644,4,2018,260,3.0
22645,4,2018,165,3.0
22646,11,2018,1369,10.0
22647,9,2018,292,8.0
22648,9,2018,1332,8.0
22649,2,2018,712,1.0
22650,11,2018,1369,10.0
22651,12,2018,1919,11.0
22652,4,2018,504,3.0
22653,2,2018,1931,1.0
22654,6,2018,862,5.0
22655,11,2018,1798,10.0
22656,8,2018,944,7.0
22657,11,2018,814,10.0
22658,7,2018,1355,6.0
22659,8,2018,367,7.0
22660,12,2018,1721,11.0
22661,12,2018,161,11.0
22662,12,2018,901,11.0
22663,11,2018,1474,10.0
22664,11,2018,1237,10.0
22665,11,2018,801,10.0
22666,10,2018,289,9.0
22667,10,2018,1517,9.0
22668,5,2018,1421,4.0
22669,10,2018,896,9.0
22670,11,2018,547,10.0
22671,11,2018,655,10.0
22672,11,2018,814,10.0
22673,11,2018,123,10.0
22674,11,2018,654,10.0
22675,11,2018,1355,10.0
22676,12,2018,1158,11.0
22677,12,2018,1377,11.0
22678,12,2018,1369,11.0
22679,10,2018,491,9.0
22680,4,2018,1625,3.0
22681,9,2018,1238,8.0
22682,3,2018,1673,2.0
22683,3,2018,634,2.0
22684,11,2018,1744,10.0
22685,3,2018,1625,2.0
22686,10,2018,1876,9.0
22687,12,2018,194,11.0
22688,11,2018,1417,10.0
22689,11,2018,556,10.0
22690,11,2018,275,10.0
22691,11,2018,1932,10.0
22692,11,2018,168,10.0
22693,12,2018,1876,11.0
22694,12,2018,1833,11.0
22695,12,2018,139,11.0
22696,11,2018,614,10.0
22697,12,2018,695,11.0
22698,4,2018,1281,3.0
22699,9,2018,806,8.0
22700,4,2018,327,3.0
22701,11,2018,1788,10.0
22702,7,2018,633,6.0
22703,4,2018,732,3.0
22704,4,2018,1074,3.0
22705,11,2018,1570,10.0
22706,10,2018,344,9.0
22707,4,2018,504,3.0
22708,6,2018,1109,5.0
22709,6,2018,1280,5.0
22710,2,2018,1178,1.0
22711,2,2018,123,1.0
22712,11,2018,609,10.0
22713,11,2018,1906,10.0
22714,6,2018,1457,5.0
22715,11,2018,1158,10.0
22716,12,2018,1624,11.0
22717,3,2018,1144,2.0
22718,12,2018,847,11.0
22719,12,2018,795,11.0
22720,10,2018,97,9.0
22721,4,2018,165,3.0
22722,11,2018,1927,10.0
22723,4,2018,292,3.0
22724,9,2018,806,8.0
22725,4,2018,1933,3.0
22726,4,2018,292,3.0
22727,4,2018,139,3.0
22728,11,2018,282,10.0
22729,1,2018,428,0.0
22730,12,2018,493,11.0
22731,12,2018,1238,11.0
22732,12,2018,1650,11.0
22733,12,2018,1880,11.0
22734,12,2018,675,11.0
22735,12,2018,812,11.0
22736,12,2018,1290,11.0
22737,12,2018,1760,11.0
22738,12,2018,1933,11.0
22739,12,2018,341,11.0
22740,1,2018,954,0.0
